text,id,reply_msg_id,sender_id,added_user,date
"Да, доплачивал. Но там с качеством связи были проблемы - бот притормаживал",46682,-1,95457687,False,1663258746.0
Ты так доплачивал? Или это иисус перепутал?),46681,46678,227394827,False,1663258549.0
Я)),46680,46678,349278159,False,1663258359.0
"Они ооошку новую сделали и название теперь Новофон, видимо важен рынок, но сотрудники тп могут и украинцы быть, там не угадаешь уже",46679,46678,227394827,False,1663257367.0
Задарма кстати украинский сервис мне кто-то говорил. Могут чудить.,46678,-1,95457687,False,1663257258.0
"Да не, это обычная штука 
Линии на атс одни 
А на транках ограничения другие 

 Просто в задарме через задницу это все настраивается",46677,-1,349278159,False,1663256898.0
Это только задрама такое 💩 ?),46676,46675,227394827,False,1663256831.0
Да,46675,-1,349278159,False,1663256667.0
Оно?,46674,-1,227394827,False,1663256658.0
"Информация
Для каждого SIP логина предоставляется по 3 линии (кроме безлимитных тарифов), если вам необходимо использовать больше линий, свяжитесь с нами.",46673,46666,227394827,False,1663256656.0
Для этого писать в саппорт задармы,46672,-1,349278159,False,1663256610.0
Надо на транке увеличить до 10 линий,46671,-1,349278159,False,1663256595.0
Вот и ответ,46670,-1,349278159,False,1663256587.0
Значит к транку,46669,-1,349278159,False,1663256581.0
Сейчас посмотрю как,46668,-1,227394827,False,1663256581.0
"Подключена, как в инструкции написано)))",46667,46665,227394827,False,1663256572.0
"На транке ограничение 3 линии по умолчанию 
На атс 10 

Можно использоваться сколько угодно транков по 3 линии, но в сумме не больше 10",46666,-1,349278159,False,1663256496.0
"А телефония к атс подключена или к сип транку? 
Как выглядит телефония в майлоджике?",46665,-1,349278159,False,1663256420.0
,46664,46661,227394827,False,1663256383.0
"К Евгению Хрусталеву @fitnesalsa постучитесь, он собаку с'ел на этой теме",46663,46656,190521897,False,1663256353.0
"Можно скрин побольше, пароль замажьте)",46662,-1,349278159,False,1663256330.0
Это у сип транка?,46661,-1,349278159,False,1663256302.0
,46660,46658,227394827,False,1663256282.0
И поэтому работает 3,46659,-1,349278159,False,1663255977.0
"Может у вас на АТС 10 линий, а на сипе 3",46658,-1,349278159,False,1663255971.0
Скорее всего проблема на стороне телефонии все равно,46657,-1,349278159,False,1663255958.0
"А мне не надо 100 звонков одновременно, мне надо 10",46656,-1,227394827,False,1663255903.0
У них ответ — покупайте сервер выделенный,46655,46654,227394827,False,1663255889.0
"тогда надо тп дергать, если здесь никто не ответит )",46654,-1,372340213,False,1663255754.0
Если пытаюсь в эйми включить 10 линий то слетает все и звонки уходят в завершен без ответа,46653,46651,227394827,False,1663255624.0
По задарме 10 каналов включено,46652,46651,227394827,False,1663255604.0
"это, скорее всего, ограничение задарма, нежели эйми",46651,46650,372340213,False,1663255579.0
"Подскажите плз, у всех на тарифе Developer ограничение на 3 одновременных звонка? Или только у меня?)) Телефония Zadarma",46650,-1,227394827,False,1663254378.0
"А, ну ты уже увидела... Да.",46649,-1,190521897,False,1663250995.0
именно так),46648,46647,701083035,False,1663250970.0
"Привет, Ань! В массивах переменные через запятую вроде, не?",46647,46640,190521897,False,1663250956.0
Запятая пропущена была) Все заработало,46646,-1,701083035,False,1663247112.0
"Есть подозрение, что, формируя один запрос в одном теле, в принципе нельзя послать уведомления одновременно в два чата. Но мы уточним данный момент",46645,-1,364796165,False,1663246494.0
"Да, по отдельности все срабатывает",46644,-1,701083035,False,1663246311.0
"Тот, которому не отправляется, уже имел диалог с ботом?",46643,-1,364796165,False,1663246275.0
"Да, не срабатывает",46642,-1,701083035,False,1663246238.0
"Здравствуйте, случай интересный. Пробовали разделить на два запроса?",46641,46640,364796165,False,1663246019.0
"Всем привет! Подскажите, что не так  с синтаксисом в теле body? 
Задача отправить в телеге сообщение обоим участникам бота: 
{
   [
       { ""chat_id"": $player1 ""text"": ""Имя игрока: $name, Текст: уведомление""},
       { ""chat_id"": $player2 ""text"": ""Имя игрока: $name, Текст: уведомление""}
    ]
}

На одного участника срабатывает отправка сообщения, на обоих - нет",46640,-1,701083035,False,1663245643.0
проще пайтона еще не придумали.,46637,46636,190521897,False,1663231715.0
проще jaicp....,46636,46635,349278159,False,1663231468.0
"Можно админские права попросить в Айми или на работу к ним устроиться )) Это так, лирика. По сути никак.",46635,46634,190521897,False,1663231258.0
но скорее всего силами майлоджика ниче не сделать,46634,-1,349278159,False,1663230835.0
я думаю надо посмотреть логи на момент ввода картинки,46633,-1,349278159,False,1663230825.0
ща покумекаю...,46632,46631,190521897,False,1663230637.0
соответственно и проверить нечего будет,46631,-1,349278159,False,1663230610.0
судя по чат виджету - клиент как будто бы ничего не ввел,46630,-1,349278159,False,1663230599.0
"ну а как ты проверишь ввод пользователя, если его нет?",46629,-1,349278159,False,1663230569.0
Как не получит то? Файл то прийдет...,46628,46625,190521897,False,1663230541.0
а иначе наверное бы работал noMatch,46627,-1,349278159,False,1663230530.0
значит и проверять нечего,46626,-1,349278159,False,1663230523.0
если он ничего не получает на ввод по сути,46625,-1,349278159,False,1663230515.0
"но не факт что он сработает даже после проверки, что он будет проверять и по какому событию?",46624,-1,349278159,False,1663230504.0
"Ну да, как то так.",46623,46622,190521897,False,1663230493.0
"в голосовом канале это может быть ""тишина""",46622,-1,349278159,False,1663230460.0
ну в чате да,46621,-1,349278159,False,1663230446.0
"логично мое предложение, проверять на наличие букв и цифр в ответе пользователя и если их там нет, значит документ или фото прилетело.",46620,46619,190521897,False,1663230421.0
ну с ивентами грустненько в майлоджике да..,46619,46617,349278159,False,1663230361.0
"по сути блок с интентами в джасте сейчас настроен на интент или ""нет совпадений во фразе"", а других ивентов нет, логично что и ответа нет",46618,-1,349278159,False,1663230325.0
"Нету такого интента. Только если по апи телеги проверять, что это не сендМесседж линк, а предположим, сендДокумент",46617,46615,190521897,False,1663230324.0
что то вроде глобального ивента сделать,46616,-1,349278159,False,1663230268.0
"ну это не JAICP сценарий
а так можно увидеть сообщение, какой интент сработал и куда пошел (путь)
либо ошибку

так же логи можно глянуть и узнать че там происходит, когда отправляется картинка

вообще нужно ивентом пользоваться если клиент прислал файл, не знаю есть он в майлоджике или нет",46615,46610,349278159,False,1663230233.0
"А вот и Алекс ))) Привет! Вещай, старина!!! ))",46614,-1,190521897,False,1663230188.0
Ок,46613,-1,826438311,False,1663230132.0
"и гляньте пример, в личку кинул.",46612,46611,190521897,False,1663230094.0
Понял попробую,46611,46609,826438311,False,1663230069.0
А где наш @A1ex337? Что можно в ДжайСипи увидеть получив сообщение пользователя? Разобрать же можно на предмет содержания?,46610,-1,190521897,False,1663230041.0
от ЛДФ ведите к file to var,46609,46607,190521897,False,1663229824.0
"Работы не много, сна мало. Ладно, давайте в личку. Будем вместе разбираться...",46608,46605,190521897,False,1663229531.0
"Сценарий рабочий, так как на ""нгш"" срабатывает ЛДФ",46607,-1,826438311,False,1663229486.0
,46606,-1,826438311,False,1663229402.0
"Я вам специально сбросил скрин сценария на котором видно, что бот на фото не реагирует ЛДФ. 
Вы их не смотрели наверно. Понимаю, много работы. Или я чего написал?",46605,-1,826438311,False,1663229402.0
"Можно регуляркой проверять, есть ли буквы в сообщении и если нет, то будет срабатывать ЛДФ (любая другая фраза), а от этого пункта вести ветку на file to var. Как то так.",46604,46596,190521897,False,1663228417.0
"Приветствую! Жаль, если обидел чем, не хотел.
Вот про файлы: https://help.aimylogic.com/docs/ru/how-to-create-a-script/actions/file_upload",46603,46588,190521897,False,1663228070.0
"Спасибо, получилось",46602,46601,943842509,False,1663224489.0
Попробуйте переподключить интеграцию (в настройках в меню слева) - удалите существующую и подключите новую. При подключении должно стоять 4 галочки,46601,46600,168247888,False,1663223755.0
"В блоке интеграции не выходят куда сохранить, то есть в какую таблицу надо сохранить",46600,-1,943842509,False,1663223456.0
,46599,-1,943842509,False,1663223423.0
У меня такая проблема выходит,46598,-1,943842509,False,1663223402.0
Всем привет,46597,-1,943842509,False,1663223388.0
"Как будет выглядеть это интент, мне не совсем понятно",46596,-1,826438311,False,1663223213.0
"Если интент  в любой точке сценария поймет, что это фото, я смогу подставить блок изображение и выловить это фото",46595,-1,826438311,False,1663223063.0
Да,46594,-1,826438311,False,1663223003.0
"Здравствуйте!
В блоке интент принимаются фото?
Типо пользователь вместо текста может отправить фото?",46593,-1,2105972692,False,1663222521.0
,46591,-1,5189263944,True,1663221038.0
"Воспользовался поиском эта фраза ремокендована только мне, аж два раза. Или я слишком много хочу или...",46590,-1,826438311,False,1663219240.0
Мда... Гениальный ответ. Надо запомнить. Хоть бы намекнул о сути.,46589,46584,826438311,False,1663219066.0
Какую книжку?,46588,46584,826438311,False,1663218645.0
,46587,-1,5626913841,True,1663204597.0
"Можно, но дорого. Читайте книжку.",46584,46578,190521897,False,1663187056.0
,46583,-1,826438311,False,1663183723.0
,46582,-1,826438311,False,1663183723.0
,46581,-1,826438311,False,1663183723.0
,46580,-1,826438311,False,1663183723.0
Можно например написать интент который будет видеть  файлы в формате jpeg ? Что бы например изменить ход сценария при попадании фото.,46579,-1,826438311,False,1663183723.0
"Добрый день.  Бот который рассчитан по блокам и интентам только на текст, получает фото. При этом он  ни как не реагирует. То есть фото где-то осело. Как его достать?",46578,-1,826438311,False,1663183723.0
Можно получить консультацию,46577,-1,826438311,False,1663183723.0
,46576,-1,5204896146,True,1663179207.0
"примерно так, но Джайсипи не интересно. Только айми.",46575,46574,190521897,False,1663177726.0
"какого формата? спросил че нибудь, а он с картинками ответил как сделать в майлоджике, а как в jaicp?)",46574,-1,349278159,False,1663177615.0
"Лентяй. Хотя, я тож.",46573,46569,190521897,False,1663177558.0
Я ченть придумаю.,46572,46570,190521897,False,1663177530.0
"Потому что бот сам не лезет и не навязывает нихрена, Алекс, мы уже говорили об этом и моя позиция неизменна. Клиент начинает и поехали.",46571,46568,190521897,False,1663177514.0
ТЗ есть?),46570,-1,349278159,False,1663177443.0
мне лень сценарий делать)),46569,-1,349278159,False,1663177439.0
опять ты со своим ботом)),46568,-1,349278159,False,1663177428.0
)))) Давай бота напишем обучающего?,46567,46566,190521897,False,1663177416.0
у документации и меня периодически)),46566,46565,349278159,False,1663177385.0
"У кого, где? Мне тоже интересно.",46565,46564,190521897,False,1663177295.0
ну и они параллельно на JAICP учатся),46564,-1,349278159,False,1663177252.0
"да пока все получается, когда сложно будет скину))",46563,46562,349278159,False,1663177241.0
"Короче, дай какой-нибудь сценарий глянуть, я подскажу по ботам всё, что знаю.",46562,46560,190521897,False,1663177204.0
"Да, но тут возникает вопрос, какие проекты она реализует на платформе...",46561,46560,190521897,False,1663177114.0
так это первый шаг,46560,46559,349278159,False,1663177076.0
"Алекс, но это начальная платформа, мы же с тобой понимаем? И ничего мощьного она тут не реализует. А самое страшное, что ты ей не особо поможешь, так-как в айми толком то и не вникал...",46559,46558,190521897,False,1663177059.0
"это лучше, чем ее прошлая работа ))",46558,46557,349278159,False,1663176981.0
Ты зачем жену на айми подсадил? Изверг! ))),46557,46555,190521897,False,1663176954.0
"Лешка нарвется на ошибку. ДжайСипи не работает в Айми. И вообще, питон наше все ))",46556,46555,190521897,False,1663176611.0
просто в jaicp переменные с двумя),46555,46554,349278159,False,1663175853.0
"Стоп, зачем с двумя то? Вообще работать не будет. С одной должна работать. И доллар за скобкой.",46554,-1,190521897,False,1663175480.0
"Это ты правильно думаешь, но кодеров в айми решили по-другому)",46553,46552,190521897,False,1663175356.0
"но есть у меня наитие, что есть способ проще, по типу https://{{$value}}.wav (с двумя фигурными). Но я попробовал, не сработало)",46552,-1,217295630,False,1663170563.0
издевательство)),46551,-1,349278159,False,1663170482.0
"ну а по поводу, что делать, если после переменной текст какой-то должен быть, то можно через костыль через другую переменную. По типу
$need_param = ""audio_name"";
$url = $need_param + "".wav"";

Ну и потом в ссылку https://$url",46550,46549,217295630,False,1663170464.0
если документации нет - делай в лоб xD,46549,46548,349278159,False,1663170334.0
"я написал в поддержку, может поправят. Или мы глупые и что-то не так делаем)",46548,46547,217295630,False,1663170088.0
"Да я ж говорю, косяк старый. Просто никто не пользовался, вот и забыли про него. По хорошему нужно в порядок привести либо в книжке об этом написать.",46547,46546,190521897,False,1663169742.0
причем в http-запросах - так не работает,46546,-1,349278159,False,1663169582.0
"оно просто в целом как будто бы просто с некорректным синтаксисом, только догадавшись в лоб можно написать",46545,-1,349278159,False,1663169567.0
Поговорили и забыли.,46544,46543,190521897,False,1663169548.0
"странно, что так давно, видимо никто не говорил еще об этом)",46543,46507,217295630,False,1663169509.0
вот да,46542,-1,349278159,False,1663169431.0
"да, непонятно, как быть, если после переменной в ссылке должен быть еще какой-то текст",46541,-1,217295630,False,1663169416.0
типо по ощущениям фигурные скобки должны быть?),46540,-1,217295630,False,1663169387.0
"не баг, а фича",46539,-1,349278159,False,1663169348.0
)),46538,-1,349278159,False,1663169335.0
"да, вот этот способ",46537,-1,349278159,False,1663169334.0
тупой способ сработал,46536,-1,349278159,False,1663169326.0
проверил,46535,-1,217295630,False,1663169324.0
так работает,46534,-1,217295630,False,1663169323.0
так,46533,-1,349278159,False,1663169323.0
ща попробую еще тупой вариант в лоб,46532,-1,349278159,False,1663169288.0
"хочется, чтобы работало сразу и при сохранении не ломалось)",46531,-1,349278159,False,1663169279.0
"если что-то так сделать, то будет работать) Я к тому, что переменные все таки работают",46530,-1,217295630,False,1663169232.0
поэтому мучаюсь,46529,-1,349278159,False,1663169226.0
я вот тоже,46528,46527,349278159,False,1663169222.0
"не знаю, я видимо что-то не так сделал, в аими не прогаю",46527,-1,217295630,False,1663169212.0
такое решение уже есть )),46526,-1,349278159,False,1663169200.0
каждый раз надо будет заходить в JAICP?,46525,-1,349278159,False,1663169191.0
вот ага такая же,46524,-1,349278159,False,1663169178.0
"я зашел в jaicp, у меня там был такой код. Ошибка из-за лишних фигурных скобок. Их удалил и все ок",46523,46521,217295630,False,1663169148.0
мейби так и работает,46522,-1,349278159,False,1663168991.0
"Видимо я что-то не так сделал, потому что у меня вылезла ошибка сверху",46521,-1,217295630,False,1663168987.0
у тебя доллар внутри ковычек,46520,-1,349278159,False,1663168987.0
,46519,-1,217295630,False,1663168973.0
,46518,-1,217295630,False,1663168972.0
,46517,-1,217295630,False,1663168971.0
"Слушай, у меня работает. Сделал такой сценарий тестовый",46516,-1,217295630,False,1663168970.0
"вот так показывает что можно воспроизвести, однако в диалоге не работает)",46515,-1,349278159,False,1663168922.0
,46514,-1,349278159,False,1663168838.0
а когда обычную ссылку вставляешь - ее можно сразу послушать слева,46513,-1,349278159,False,1663168800.0
"причем не важно в каком формате писать, внутри какой-то ссылки или просто переменную",46512,-1,349278159,False,1663168778.0
он его вот так принимает и так же 0 сек воспроизводит якобы,46511,-1,349278159,False,1663168763.0
"а вот через блок ""запись диктора"" по ссылке - вообще просто ниче не работает и ошибки нет",46510,-1,349278159,False,1663168715.0
"в целом решение есть через $reactions.transition 
но каждый раз надо удалять session",46509,46508,349278159,False,1663168690.0
"Попробовал, встал на этой ошибке😁
Это как раз про то, что вручную session якобы нужно чистить?)",46508,46506,217295630,False,1663168642.0
"Приветствую, Алексей. Да с аудио давно гимор, я вспомнил. Не работал модуль с переменными еще сто лет назад.",46507,46499,190521897,False,1663168216.0
"то есть воспроизвести по ссылке можно, если она статична и добавлена в блок полной

любые переменные (динамичность) - перестает работать",46506,-1,349278159,False,1663167977.0
в этом блоке делал вывод - ссылка корректна,46505,-1,349278159,False,1663167864.0
на 3 блока раньше,46504,-1,349278159,False,1663167856.0
"хм, а значение в переменнную записывается где-то там же или намного раньше?",46503,-1,217295630,False,1663167844.0
по факту они идентичны,46502,-1,349278159,False,1663167791.0
"полная ссылка - работает, ссылка с переменной - не работает",46501,-1,349278159,False,1663167779.0
если подставляю просто ссылку - работает,46500,-1,349278159,False,1663167761.0
"еще может быть вариант, что с аудио что-то не так. Например стерео канал, или с частотой дискретизации что-то не так",46499,-1,217295630,False,1663167760.0
"перепроверил доступы, ссылки и корректность переменной",46498,-1,349278159,False,1663167743.0
100%,46497,-1,349278159,False,1663167731.0
а аудиозаписи на гугл доках точно работают?,46496,46494,217295630,False,1663167724.0
#support помогите..,46495,-1,349278159,False,1663167395.0
вместо ссылки так и вставляет просто переменную..,46494,-1,349278159,False,1663167385.0
"нет, ну он просто пропускает это аудио, которое по ссылке...
хотя ссылка корректная, что за ерунда, сейчас буду драться",46493,-1,349278159,False,1663167354.0
"ну вот да, но я щас починю :D",46492,-1,349278159,False,1663166490.0
"ну гимор то в том, что нормально не подставляется ссылка.",46491,46488,190521897,False,1663166399.0
но 19 ифов это жестко х),46490,-1,349278159,False,1663166340.0
там с пейлоад подгружается инфа) и с помощью нее я понимаю какое аудио должно быть озвучено,46489,46487,349278159,False,1663166335.0
"ну вот я вместо ифов сделал несколько массивов и при совпадении в первом массиве - по соответствующей i - беру айдишник аудио и подставляю в ссылку

и эту ссылку надо подставить)",46488,-1,349278159,False,1663166300.0
"да и пофиг, норм будет. В Блоке КОД можно на ИФАХ построить логику.
Или вообще на интентах.",46487,46483,190521897,False,1663166252.0
а если количество вариантов 100?,46486,-1,349278159,False,1663166221.0
мусорка будет,46485,-1,349278159,False,1663166215.0
блок с условиями и 19 аудиоблоков)),46484,-1,349278159,False,1663166212.0
там 19 вариантов),46483,-1,349278159,False,1663166202.0
глянь... Проще некуда.,46482,46481,190521897,False,1663166161.0
"ну я это подозревал, но думал одного удаления будет достаточно))",46481,-1,349278159,False,1663165810.0
"а я тебе сразу хотел написать, что будет добавлять session ))",46480,46478,190521897,False,1663165793.0
поэтому было бы кул сделать через запись диктора по ссылке из переменной - а оно не пойми как работает,46479,-1,349278159,False,1663165771.0
"ну это костыль, хочется норм решение) я вот функцию написал, которая выбирает нужную ссылку в зависимости от данных 
и через $reactions.audio работает

главный гимор в том, что при любом сохранении оно добавляет перед reactions - session и перестает работать, надо заходить в JAICP и удалять session (КАЖДЫЙ РАЗ)",46478,46477,349278159,False,1663165736.0
Ну можно все файлы позагружать в отдельные окна с аудио и потом логику выстроить...,46477,46476,190521897,False,1663165651.0
"под это все подходит, файлы загружаются в сценарий
 просто они динамические, и городить условия не хочется)",46476,-1,349278159,False,1663165524.0
"ВОт еще ньюанс: Рекомендации для загружаемых аудио:
исходящие звонки: формат .wav, 1 канал (моно), кодирование 16-bit (PCM), частота дискретизации 8–48 кГц
голосовые ассистенты: формат .mp3, длительность не более 240 секунд
размер файла не более 10МБ",46475,-1,190521897,False,1663165483.0
проверю позже),46474,-1,349278159,False,1663165374.0
"но может он просто отображает криво, но на самом деле работает",46473,-1,349278159,False,1663165367.0
тк по ссылке с переменной ничего нет,46472,-1,349278159,False,1663165357.0
он добавляет аудио 0 сек,46471,-1,349278159,False,1663165348.0
сломали значит ))),46470,46469,190521897,False,1663165340.0
никакую ссылку не дает,46469,-1,349278159,False,1663165240.0
кажется проблема вообще не в переменной,46468,-1,349278159,False,1663165235.0
должно.,46467,46463,190521897,False,1663165233.0
хах),46466,-1,349278159,False,1663165229.0
Видел такую надпись? : Значение URL некорректно. Ссылка должна быть вида HTTPS.,46465,46464,190521897,False,1663165208.0
но очень тупо конечно),46464,-1,349278159,False,1663165148.0
думаю так сработает,46463,-1,349278159,False,1663165142.0
можно по приколу вставить https://${right_link},46462,-1,349278159,False,1663165139.0
не работает)),46461,46460,349278159,False,1663165109.0
"ну ты попробуй, а там увидим, насколько разумно это с точки зрения кодеров Айми ))",46460,46459,190521897,False,1663165043.0
звучит разумно,46459,-1,349278159,False,1663164948.0
неа,46458,-1,349278159,False,1663164942.0
а так: ${переменная} не пробовал?,46457,46455,190521897,False,1663164938.0
А вот это очень хорошо!,46456,46453,190521897,False,1663164916.0
$названиеПеременной,46455,-1,349278159,False,1663164910.0
а как ты переменную вставляешь?,46454,46451,190521897,False,1663164901.0
"я сейчас вообще в питоне сижу, в jaicp только по необходимости захожу ))",46453,-1,349278159,False,1663164894.0
Жене помогаю)),46452,46450,349278159,False,1663164875.0
сюда не вставляется только переменная,46451,46449,349278159,False,1663164871.0
"Алекс, ты вообще в Айми бота пишешь или в ДжайСипи? ))",46450,46446,190521897,False,1663164824.0
так не проще?,46449,46446,190521897,False,1663164797.0
,46447,-1,5500365087,True,1663163733.0
нашел свой ответ через блок код и $reactions.audio - но пришлось удалить session через JAICP,46446,46441,349278159,False,1663163507.0
"А, благодарю!",46445,-1,2105972692,False,1663163438.0
будет лежать в переменной $EMAIL,46444,46443,349278159,False,1663163406.0
А каким переменным можно сохранить введённый пользователем email?,46443,46442,2105972692,False,1663163361.0
есть готовый интент email,46442,46440,349278159,False,1663163323.0
"не знаешь как в майлоджике воспроизвести аудио по ссылке, если ссылка в переменной лежит?",46441,46439,349278159,False,1663163307.0
"Здравствуйте!
Вот пользователь ввёл свой email в блоке""Интенты""
Вот каким переменным  можно сохранить email?",46440,-1,2105972692,False,1663163295.0
"Скиньте в личку данные аккаунта, гляну.",46439,46438,190521897,False,1663159903.0
Не выбирается,46438,46431,2105972692,False,1663159567.0
,46435,-1,235543375,True,1663157139.0
,46434,-1,253137314,True,1663155544.0
,46432,-1,5515801618,True,1663147799.0
Выберите другой тариф и всё.,46431,46430,190521897,False,1663139966.0
"Здравствуйте!
Как отключиться от бесплатного тарифа Skill master ?",46430,-1,2105972692,False,1663138461.0
Да это уже жене помогаю 😂,46427,-1,349278159,False,1663095075.0
"Хорош уже кодить, отдыхать пора)",46426,46425,190521897,False,1663095019.0
Спасибо),46425,-1,349278159,False,1663094978.0
Да.,46424,46423,190521897,False,1663094970.0
Через var? Let вроде не работает да?,46423,-1,349278159,False,1663094946.0
Обяви i заранее.,46422,46421,190521897,False,1663094904.0
Тут 43 строка оно же,46421,-1,349278159,False,1663094794.0
Че он хочет от i? 😂,46420,-1,349278159,False,1663094713.0
"Подскажите что за ерунда 

RuntimeException: java.util.concurrent.ExecutionException: com.justai.zb.scenarios.errors.ScriptingException: src/main.sc:47 TypeError: Cannot add new property ""i"" to non-extensible [object global]

На 47 строке обычный цикл for",46419,-1,349278159,False,1663094699.0
да не за что.,46418,46417,190521897,False,1663092785.0
Благодарю!,46417,46414,2105972692,False,1663092679.0
"Я не знал
У меня 1гб кэша в браузере",46416,-1,2105972692,False,1663092651.0
А это влияет на загрузку сценарий?,46415,-1,2105972692,False,1663092610.0
Кеш в браузере чистили?,46414,46413,190521897,False,1663091753.0
"Ну рил
Что с этим делать?",46413,-1,2105972692,False,1663091602.0
Идти отдыхать,46412,46411,349278159,False,1663091448.0
Что делать когда сценарий бота не грузится?,46411,-1,2105972692,False,1663091434.0
"Спасибо!
Теперь я нашёл как получать на емайл текст который ввёл пользователь",46410,46406,2105972692,False,1663090376.0
Ну и отлично!,46409,46408,190521897,False,1663090137.0
Работает,46408,46407,2105972692,False,1663090101.0
"Как то не везде у меня в своё время переменные работали в емайл модуле, но с тех времён куча обновлений было. Пробуйте.",46407,46405,190521897,False,1663089617.0
Да,46406,46405,349278159,False,1663088842.0
"Здравствуйте!
Хочу уточнить, в блоке ""Отправка по Email""
Можно вводить переменные ""$"" ?",46405,-1,2105972692,False,1663087537.0
,46404,-1,195623164,True,1663073844.0
,46401,-1,826438311,False,1663069567.0
,46400,-1,826438311,False,1663069567.0
,46399,-1,826438311,False,1663069566.0
,46398,-1,826438311,False,1663069566.0
Можно например написать интент который будет видеть  файлы в формате jpeg ? Что бы например изменить ход сценария при попадании фото.,46397,-1,826438311,False,1663069515.0
"Добрый день.  Бот который рассчитан по блокам и интентам только на текст, получает фото. При этом он  ни как не реагирует. То есть фото где-то осело. Как его достать?",46396,-1,826438311,False,1663069462.0
,46395,-1,5514192087,True,1663065652.0
"📈 Добрый день! 

Сейчас мы проводим исследование наших пользователей, чтобы сделать продукт максимально подходящим под ваши задачи и потребности. Поэтому просим вас заполнить небольшой опрос. 

Он займет не более 2 минут: https://forms.office.com/r/WruC8skJjq",46394,-1,-1001338296810,False,1663061622.0
,46393,-1,387826449,True,1663057841.0
,46392,-1,5462793160,True,1663051011.0
"либо надо вырезать ненужное, либо просто искать нужное, например через findWhere",46391,-1,349278159,False,1663025108.0
"берет первый элемент, в status1 и time должен брать те же данные с 1 элемента по сути",46390,-1,349278159,False,1663023994.0
"Коллеги, прошу помочь )

скачиваю данные из гугл таблицы:
https://tools.aimylogic.com/api/googlesheet2json?sheet=1&id=1jaEzPZgw2iDU3ubauooH3nENO20Hp3SB4kZxzjRBMBc

получаю вкратце так:
[{""number"":1,""time"":""2 мая 11 часов 30 минут"",""status1"":""Свободно""},{""number"":2,""time"":""тест"",""status1"":""Занято""} ...

вывожу на печать
a: {{$session.item.number}}. {{$session.item.status1}}. {{$session.item.time}}.

status1 и time - все корректно, a number - выводит по всем строкам 1. 

почему так?",46389,-1,1761984533,False,1663023311.0
"люблю наших админов!
не, не так.
Пива нашим админам! И девченкам позвоните... )))",46387,-1,190521897,False,1663014830.0
Благодарю!,46383,46382,2105972692,False,1663002008.0
Да.,46382,46381,190521897,False,1663001751.0
"Здравствуйте!

Я хотел уточнить
В блоке переход по тоймауту при выборе ч значит час?",46381,-1,2105972692,False,1663001270.0
Извиняюсь,46378,46374,2105972692,False,1662989067.0
А пон,46377,46374,2105972692,False,1662989057.0
,46376,-1,5147790582,True,1662988451.0
"и я пиво не пью, это образное выражение. У Вас получилось или нет?",46374,46369,190521897,False,1662982297.0
"Теоретически можно проверять каждый месседж на наличие фотки или документа и если есть, то кидать на отдельную ветку.",46373,46370,190521897,False,1662979984.0
,46372,-1,333516206,True,1662967327.0
,46371,-1,1506571739,True,1662962796.0
"Привет. Сорри, но опять про фото. 
Если клиент на любом месте сценария бота с блоками текст и интентами про текст - скинет фото или видео. Его можно как-то увидеть?",46370,-1,826438311,False,1662961816.0
Я не пью пива :),46369,46366,2105972692,False,1662955670.0
Привет,46368,46367,2105972692,False,1662955662.0
"и да, Привет!",46367,-1,190521897,False,1662933442.0
"забейте в переменную значение - `/help`  и на кнопку переменную назначьте, попробуйте, если ок, то с Вас стакан пива.

upd:  Блин, кавычки не отображаются, /help  в кавычках.",46366,46365,190521897,False,1662933344.0
"Здравствуйте!

А как сделать так чтобы 
В интенте можно было вводить команды со знаком "" / "" ?

Или для этого есть другой блок?",46365,-1,2105972692,False,1662903382.0
,46364,-1,5415975276,True,1662894205.0
"Сценарий для этого проекта не создавал, пока просто добавил пустые тексты и интенты",46357,46353,5431717512,False,1662830659.0
Добавил,46356,46355,5431717512,False,1662830637.0
Для этого нужно URL вебхука в настройках бота добавить,46355,46351,364796165,False,1662830493.0
,46354,-1,2144127066,True,1662830385.0
"Планеты не так выстроились, по моим картам. А так тут еще много предсказателей, Может у кого другие предсказания будут, не видя то сценарий.",46353,46351,190521897,False,1662828512.0
Кнопка просто не реагирует на нажатия,46352,-1,5431717512,False,1662828472.0
"Кто подскажет, почему не работает кнопки отправки данных в вебхук (молния)",46351,-1,5431717512,False,1662828428.0
,46350,-1,5431717512,True,1662828303.0
Примерно такая же программа 🙈😁,46349,46348,372340213,False,1662822999.0
"Не, в парке салют глянем и домой, пить. ))",46348,46347,190521897,False,1662822866.0
"На колесо поедешь, Миш? ;)",46347,46345,372340213,False,1662822836.0
"Ну, да... Главное праздник в душе...))",46346,-1,826438311,False,1662821685.0
"Мимо, Василий. День города в мск.",46345,46343,190521897,False,1662820991.0
Можно любой выбрать на свой вкус )))),46344,-1,372340213,False,1662819928.0
А праздник какой? Извините пожалуйста за любопытство...,46343,-1,826438311,False,1662818759.0
"Так, кто у нас тут еще без внимания остался? Давайте быстренько разгребем гиморы и я на праздник сваливаю...",46342,-1,190521897,False,1662817208.0
,46341,-1,5724976801,True,1662815070.0
Ок,46340,46317,826438311,False,1662814913.0
Спасибо,46337,46336,943842509,False,1662813866.0
"https://help.aimylogic.com/docs/ru/publication_channels/google_tables

тут о доп возможностях вне блока ""Интеграции с Google таблицами""",46336,-1,349278159,False,1662812577.0
